ID_CAMARA	LUGAR_INFR	AMBITO	TIPOVIA	VIA	NUMERO_PK	UTM_X	UTM_Y	LATITUD	LONGITUD
246	M30PK22.400C EXT C3	M-30	Carretera	M-30	0	437,121.98	4,477,854.63	40.45	-3.74
247	M30PK24.700C EXT C1	M-30	Carretera	M-30	0	436,428.67	4,479,988.18	40.47	-3.75
248	M30PK24.700C EXT C2	M-30	Carretera	M-30	0	436,428.67	4,479,988.18	40.47	-3.75
249	M30PK24.700C EXT C3	M-30	Carretera	M-30	0	436,428.67	4,479,988.18	40.47	-3.75
250	M30 PK21.800C INT C1	M-30	Carretera	M-30	0	437,296.78	4,477,350.52	40.44	-3.74
251	M30 PK21.800C INT C2	M-30	Carretera	M-30	0	437,296.78	4,477,350.52	40.44	-3.74
252	M30PK28.700C EXT C1	M-30	Carretera	M-30	0	439,529.14	4,481,303.79	40.48	-3.71
253	M30PK28.700C EXT C2	M-30	Carretera	M-30	0	439,529.14	4,481,303.79	40.48	-3.71
254	M30 PK25.800C INT C1	M-30	Carretera	M-30	0	436,877.16	4,480,671.97	40.47	-3.74
255	M30 PK25.800C INT C2	M-30	Carretera	M-30	0	436,877.16	4,480,671.97	40.47	-3.74
256	M30 PK29.600C INT C1	M-30	Carretera	M-30	0	440,314.86	4,481,510.29	40.48	-3.70
257	M30 PK29.600C INT C2	M-30	Carretera	M-30	0	440,314.86	4,481,510.29	40.48	-3.70
