WKT,name,description
"POLYGON ((-3.6742 40.589, -3.6924 40.5802, -3.7006 40.5788, -3.6908 40.5704, -3.6892 40.5706, -3.6803 40.5545, -3.6778 40.5429, -3.6697 40.5347, -3.678 40.5267, -3.6724 40.5247, -3.6669 40.525, -3.6586 40.5123, -3.6556 40.5138, -3.6453 40.5086, -3.6343 40.5082, -3.6147 40.5115, -3.6073 40.5068, -3.603 40.5017, -3.5933 40.5018, -3.5715 40.5133, -3.5542 40.5116, -3.5554 40.508, -3.5531 40.5002, -3.5415 40.4942, -3.5423 40.4892, -3.5368 40.4866, -3.5333 40.4717, -3.5257 40.47, -3.5249 40.4681, -3.5288 40.4629, -3.5292 40.4595, -3.5264 40.4562, -3.5273 40.4537, -3.5313 40.4548, -3.5342 40.4518, -3.5311 40.4467, -3.5355 40.4465, -3.535 40.445, -3.5382 40.445, -3.5377 40.4439, -3.5499 40.442, -3.5633 40.4364, -3.5737 40.4377, -3.5799 40.4349, -3.5798 40.4322, -3.5864 40.4281, -3.586 40.4236, -3.5796 40.4189, -3.5807 40.4169, -3.577 40.4127, -3.5728 40.4118, -3.5662 40.4135, -3.5451 40.4115, -3.5369 40.4234, -3.5252 40.4166, -3.5194 40.4098, -3.5181 40.4024, -3.5208 40.3921, -3.5291 40.3895, -3.5329 40.3917, -3.5373 40.3914, -3.5425 40.3932, -3.549 40.3805, -3.5533 40.356, -3.5655 40.3442, -3.573 40.3335, -3.5824 40.3262, -3.5849 40.3208, -3.5834 40.3183, -3.5761 40.3152, -3.5993 40.3122, -3.6107 40.3144, -3.6153 40.318, -3.631 40.3214, -3.6489 40.3334, -3.66 40.3281, -3.6634 40.3295, -3.6704 40.3251, -3.6794 40.3267, -3.6847 40.3226, -3.6933 40.3208, -3.6964 40.3228, -3.7125 40.3239, -3.7147 40.3286, -3.7251 40.3347, -3.7211 40.3654, -3.7577 40.3573, -3.7804 40.3619, -3.7878 40.3588, -3.8027 40.3634, -3.8069 40.3666, -3.8105 40.3639, -3.8131 40.3698, -3.8347 40.3961, -3.8204 40.3967, -3.8071 40.3924, -3.7964 40.3923, -3.789 40.3939, -3.7892 40.3924, -3.7813 40.3942, -3.7742 40.4021, -3.7786 40.4085, -3.7813 40.4176, -3.779 40.4242, -3.7707 40.4293, -3.7708 40.444, -3.7845 40.4443, -3.7901 40.4423, -3.7889 40.4457, -3.7928 40.4538, -3.7958 40.4578, -3.8024 40.462, -3.8289 40.4663, -3.8343 40.4644, -3.8383 40.4677, -3.8367 40.4808, -3.8333 40.4858, -3.8344 40.494, -3.8394 40.4993, -3.8365 40.5063, -3.852 40.5099, -3.8537 40.5124, -3.8515 40.5173, -3.8536 40.5201, -3.8539 40.5249, -3.8633 40.535, -3.874 40.5575, -3.8851 40.5612, -3.8841 40.5639, -3.887 40.5662, -3.889 40.5709, -3.8853 40.5745, -3.8836 40.5856, -3.874 40.5913, -3.8681 40.5923, -3.8586 40.5881, -3.8416 40.5923, -3.8364 40.5914, -3.8266 40.5946, -3.8145 40.595, -3.8058 40.5997, -3.8121 40.6077, -3.8076 40.6096, -3.8 40.6054, -3.8031 40.5993, -3.7893 40.5992, -3.783 40.6018, -3.7686 40.5998, -3.7527 40.5947, -3.7502 40.5926, -3.7411 40.5908, -3.7379 40.5864, -3.7203 40.5821, -3.708 40.5837, -3.6965 40.59, -3.6868 40.6065, -3.6739 40.6165, -3.6666 40.6199, -3.6685 40.6276, -3.6674 40.6311, -3.6585 40.6423, -3.6541 40.6437, -3.6438 40.6385, -3.639 40.6389, -3.6367 40.6373, -3.6301 40.6287, -3.6284 40.6182, -3.6176 40.611, -3.6156 40.6017, -3.6052 40.5966, -3.602 40.5919, -3.6071 40.5851, -3.6162 40.5809, -3.6254 40.5734, -3.6497 40.5775, -3.6556 40.5889, -3.6591 40.5916, -3.6657 40.5927, -3.6742 40.589))",Municipality of Madrid,Area where driving without is actually forbidden.
